suite,param_value,split,n_nodes,n_edges,mean_area,mean_shape_index,mean_neighbors
Control,0.1,train,6,9,0.8660253882408142,3.722419500350952,3.0
Control,0.1,train,6,9,0.9560325145721436,3.732290506362915,3.0
Control,0.1,train,6,9,0.9603266716003418,3.7377660274505615,3.0
Control,0.1,train,6,9,0.960512638092041,3.741151809692383,3.0
Control,0.1,train,6,9,0.9609209895133972,3.747204065322876,3.0
Control,0.1,train,6,9,0.9611167907714844,3.750399351119995,3.0
Control,0.1,train,6,9,0.9612999558448792,3.7537126541137695,3.0
Control,0.1,train,6,9,0.961469829082489,3.7571048736572266,3.0
Control,0.1,train,6,9,0.9616262912750244,3.7605361938476562,3.0
Control,0.1,train,7,11,0.820314347743988,3.8436360359191895,3.142857074737549
Control,0.1,train,7,11,0.8484527468681335,3.7943663597106934,3.142857074737549
Control,0.1,train,8,13,0.7561025619506836,3.8524272441864014,3.25
Control,0.1,train,9,15,0.6917178630828857,3.8465397357940674,3.3333332538604736
Control,0.1,train,11,19,0.5899717807769775,3.903703212738037,3.454545497894287
Control,0.1,train,12,21,0.5801812410354614,3.8772175312042236,3.5
Control,0.1,train,12,21,0.6301731467247009,3.853557586669922,3.5
Control,0.1,train,12,21,0.7312259674072266,3.8520069122314453,3.5
Control,0.1,train,12,21,0.7799322009086609,3.8535757064819336,3.5
Control,0.1,train,12,21,0.8222849369049072,3.854398012161255,3.5
Control,0.1,train,12,21,0.8644044995307922,3.8570749759674072,3.5
Control,0.1,train,12,21,0.9008463025093079,3.8582897186279297,3.5
Control,0.1,train,12,21,0.9317116737365723,3.8589112758636475,3.5
Control,0.1,train,12,21,0.9533588290214539,3.849241256713867,3.5
Control,0.1,train,12,21,0.9539337158203125,3.8439865112304688,3.5
Control,0.1,train,12,21,0.9544113278388977,3.8397152423858643,3.5
Control,0.1,train,12,21,0.9548410773277283,3.83614182472229,3.5
Control,0.1,train,12,21,0.9552366733551025,3.8331127166748047,3.5
Control,0.1,train,12,21,0.9556059241294861,3.8305349349975586,3.5
Control,0.1,train,12,21,0.9562826156616211,3.826493501663208,3.5
Control,0.1,train,14,26,0.8167157769203186,3.8847622871398926,3.7142856121063232
Control,0.1,train,14,26,0.8289023637771606,3.846665620803833,3.7142856121063232
Control,0.1,train,14,26,0.8437667489051819,3.8377039432525635,3.7142856121063232
Control,0.1,train,16,30,0.7511128187179565,3.8914761543273926,3.75
